,name,keyword,additional_regex,category,subcategory,location,year,funding,website,summary
1398,Analytics8,analytics8,,Data & AI Consulting,Data & AI Consulting,United States,2002,$1.5M,https://www.analytics8.com/,"Analytics8 is a data and analytics consulting firm that specializes in data strategy and business intelligence implementations. It helps organizations make smart, data-driven decisions by translating their data into meaningful information. It caters to Finance, Healthcare, Insurance, Manufacturing, Private Equity, Retail, Supply Chain, and Human Resources. The company was founded in 2002 and is based in Chicago, Illinois."
820,Anaplan,anaplan,,Applications - Enterprise,Finance,United States,2006,$299.9M,https://www.anaplan.com/,"Anaplan is a cloud-based business planning and performance management platform based on a single hub where business users can create and use models. Using its proprietary Hyperblock technology, Anaplan lets users contextualize the live performance and forecast future outcomes. Anaplan enables connected strategy and planning across an enterprise to move a business forward. Anaplan was founded in 2006 and is based in San Francisco, California."
1101,Anduril,anduril,,Applications - Industry,Gov't & Intelligence,United States,2017,$2308.5M,https://www.anduril.com/,"Anduril builds products to aid in the protection of borders, infrastructure, and national security assets. It develops border control technology that includes towers with cameras and infrared sensors that use artificial intelligence to track movement and its core technology includes autonomous systems, sensor fusion, and the application of these technologies at the front lines of operations. The company was founded in 2017 and is based in Irvine, California."
848,Anima,anima,,Applications - Horizontal,Code & Documentation,United States,2017,$21.62M,https://www.animaapp.com/,"Anima makes a set of plug-ins for popular interface design platform Sketch.
"
373,Anodot,anodot,,Analytics,Data Analyst Platforms,Israel,2014,$62.5M,https://www.anodot.com/,"Anodot applies AI to deliver autonomous analytics in real-time, across all data types, at enterprise scale. Unlike the manual limitations of traditional Business Intelligence, the company provides analysts mastery over their business with a self-service AI platform that runs continuously to eliminate blind spots, alert incidents, and investigate root causes.
"
258,Anomalo,anomalo,,Infrastructure,Data Quality & Observability,United States,2018,$38.95M,https://www.anomalo.com/,"Anomalo provides data validation and documentation services for developers.
"
989,Anomaly,anomaly,,Applications - Industry,Healthcare,United States,2020,$17M,https://www.findanomaly.com/,"Anomaly provides technology that helps reduce unnecessary costs by identifying and preventing inaccurate healthcare payments.
"
605,Anthropic,anthropic,,Machine Learning & Artificial Intelligence,Horizontal AI/AGI,United States,2021,$1004M,https://www.anthropic.com/,"Anthropic provides AI safety and research services. It work to build reliable, interpretable, and steerable AI systems. Anthropic was founded in 2021 and is based in San Francisco, California."
772,Antworks,antworks,,Applications - Enterprise,Automation & Operations,Singapore,2015,$15M,https://www.ant.works/,"AntWorks is an in Intelligent Document Processing and Automation Company. It uses proprietary Artificial Intelligence technology to unlock, classify and digitize the vital data in the full range of business documents. Its flagship product, CMR+, understands and contextualizes information with minimal intervention. It also processes hard-to-read, complex, ‘unstructured’ content; emails, contracts, reports, tables, images and handwriting. AntWorks provides a platform that integrates artificial intelligence and cognitive process automation to provide smart solutions for enterprises. The company was founded in 2015 and is based in Singapore, Singapore."
317,Anyscale,anyscale,,Infrastructure,Compute,United States,2019,$259.6M,https://www.anyscale.com/,"Anyscale is the developer of Ray Open Source, a unified compute framework for scalable computing. Ray Open Source is an open-source, unified, distributed framework to easily scale AI and Python applications. It enables developers to effortlessly scale any workload or application from a laptop to the cloud without the cost or expertise required to build complex infrastructure. Anyscale is a fully-managed, enterprise-ready unified compute platform that makes it easy to build, deploy, and manage scalable AI and Python applications using Ray, which allows organizations to bring AI products to market faster at significantly lower costs. The company was formerly known as Indigostack. Anyscale was founded in 2019 and is based in San Francisco, California."
935,Anything World,anything world,,Applications - Horizontal,Animation & 3D,United Kingdom,2018,$8.27M,https://anything.world/,"Anything World provides a middleware platform that combines artificial intelligence (AI), voice computing, and 3D rendering with layers of behavioral intelligence. It enables users to request and play with any object imaginable. It offers 3D automated rigging and animation, 3D experience development, 3D assets, and more. The company was founded in 2018 and is based in London, U.K."
709,Anyword,anyword,,Applications - Enterprise,Marketing,United States,2013,$30.1M,https://anyword.com/,"Anyword is a natural language generation platform that helps marketers tailor messages to their ideal audience. The platform uses a model trained on millions of marketing messages, coupled with users' historical data to help create expert-level messages across channels and formats.
"
1173,Apache Airflow,apache airflow,airflow,Open Source Infrastructure,Open Source - Orchestration,,,,https://github.com/apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows
"
1180,Apache Ambari,apache ambari,ambari,Open Source Infrastructure,Infrastructure,,,,https://github.com/apache/ambari,"Apache Ambari simplifies provisioning, managing, and monitoring of Apache Hadoop clusters.
"
1125,Apache Arrow,apache arrow,arrow,Open Source Infrastructure,Format,,,,https://github.com/apache/arrow,"Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing
"
1131,Apache Beam,apache beam,beam,Open Source Infrastructure,Query/Dataflow,,,,https://github.com/apache/beam,"Apache Beam is a unified programming model for Batch and Streaming data processing.
"
1198,Apache Beam,apache beam,beam,Open Source Infrastructure,Streaming & Messaging,,,,https://github.com/apache/beam,"Apache Beam is a unified programming model for Batch and Streaming data processing.
"
1159,Apache Cassandra,apache cassandra,cassandra,Open Source Infrastructure,Databases,,,,https://github.com/apache/cassandra,"Mirror of Apache Cassandra
"
1136,Apache Drill,apache drill,drill,Open Source Infrastructure,Query/Dataflow,,,,https://github.com/apache/drill,"Apache Drill is a distributed MPP query layer for self describing data
"
1113,Apache Giraph,apache giraph,giraph,Open Source Infrastructure,Frameworks,,,,https://github.com/apache/giraph,"Mirror of Apache Giraph
"
1161,Apache HBase,apache hbase,hbase,Open Source Infrastructure,Databases,,,,https://github.com/apache/hbase,"Apache HBase
"
,Apache Kafka,apache kafka,kafka,Open Source Infrastructure,,,,,,
1166,Apache Kylin,apache kylin,kylin,Open Source Infrastructure,OLAP,,,,https://github.com/apache/kylin,"Apache Kylin
"
